config.episode_length,config.deque_size,action.command,state.position,state.velocity,state.angle,state.rotation,reward,terminal,time,simulator,predict,sim_id,statistics.episode_reward,statistics.episode_count,statistics.episode_rate,statistics.iteration_count,statistics.iteration_rate
-1,1,,0.011473354793277102,-0.01795263078057193,0.035019253126719704,0.04146569482198967,,,2018-07-17 10:56:02,cartpole_simulator,False,525576422,0,1,0,0,6
,,1,0.011114302177665663,0.17665010722710053,0.0358485670231595,-0.2399658862542193,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,1.0,1,0,1,6
,,0,0.014647304322207674,-0.018965124597389138,0.031049249298075114,0.0638056613582004,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,2.0,1,0,2,6
,,0,0.014268001830259891,-0.21451816803935414,0.03232536252523912,0.36612085747066336,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,3.0,1,0,3,7
,,1,0.009977638469472808,-0.019870137586738446,0.039647779674652384,0.08380334510800591,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,4.0,1,0,4,7
,,0,0.009580235717738039,-0.21553733476838122,0.041323846576812505,0.3887268809121723,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,5.0,1,0,5,7
,,1,0.005269489022370414,-0.021025553732789998,0.04909838419505595,0.10935404734523635,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,6.0,1,0,6,8
,,1,0.004848977947714614,0.17335969857097125,0.05128546514196068,-0.1674433293484368,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,7.0,1,0,7,8
,,1,0.008316171919134039,0.36771146148704936,0.047936598554991945,-0.443516351934423,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,8.0,1,0,8,8
,,1,0.015670401148875024,0.562123516903304,0.039066271516303486,-0.7207114790372838,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,9.0,1,0,9,9
,,1,0.026912871486941103,0.7566838467842383,0.02465204193555781,-1.000846739980405,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,10.0,1,0,10,9
,,0,0.04204654842262587,0.5612412705999144,0.004635107135949709,-0.7005249861771916,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,11.0,1,0,11,9
,,0,0.05327137383462416,0.3660553720704711,-0.009375392587594122,-0.40638656682124213,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,12.0,1,0,12,10
,,0,0.06059248127603358,0.17106761330081985,-0.017503123924018964,-0.11667410788720495,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,13.0,1,0,13,10
,,0,0.06401383354204998,-0.023799233422610894,-0.019836606081763065,0.17043573319341782,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,14.0,1,0,14,10
,,1,0.06353784887359776,0.17160094177741694,-0.01642789141789471,-0.128438445073288,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,15.0,1,0,15,11
,,0,0.06696986770914609,-0.02328186820051087,-0.018996660319360467,0.1590167423529421,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,16.0,1,0,16,11
,,0,0.06650423034513588,-0.21812676933325634,-0.015816325472301624,0.44564667769870203,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,17.0,1,0,17,11
,,0,0.06214169495847075,-0.41302142644729756,-0.006903391918327582,0.7333022927387182,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,18.0,1,0,18,12
,,0,0.0538812664295248,-0.6080473176155403,0.007762653936446781,1.023804577680091,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,19.0,1,0,19,12
,,0,0.041720320077214,-0.8032717933255282,0.0282387454900486,1.3189146656322095,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,20.0,1,0,20,12
,,0,0.025654884210703433,-0.9987391942213242,0.054617038802692794,1.6202999593638172,1.0,False,2018-07-17 10:56:02,cartpole_simulator,False,525576422,21.0,1,0,21,12
,,0,0.00568010032627695,-1.1944603761730432,0.08702303798996913,1.9294933881786807,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,22.0,1,0,22,13
,,1,-0.018209107197183914,-1.000371767777206,0.12561290575354275,1.6650146492801396,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,23.0,1,0,23,13
,,1,-0.038216542552728036,-0.8069157311115289,0.15891319873914556,1.413950088080408,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,24.0,1,0,24,13
,,0,-0.054354857174958617,-1.0036094947354062,0.18719220050075372,1.7517972631100092,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,25.0,1,0,25,14
,,1,-0.07442704706966674,-0.8110407021027592,0.2222281457629539,1.5227038137451656,1.0,True,2018-07-17 10:56:03,cartpole_simulator,False,525576422,26.0,1,0,26,14
,,,,,,,,,,,,,,,,,
-1,1,,0.0009127942450001605,0.009931026706461898,-0.034354824071001835,-0.019846761463071485,,,2018-07-17 10:56:03,cartpole_simulator,False,525576422,0,2,0,0,14
,,1,0.0011114147791293986,0.20552839044515778,-0.034751759300263266,-0.32316801475139306,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,1.0,2,0,1,14
,,0,0.005221982588032554,0.010918079228471878,-0.04121511959529113,-0.04164376198855335,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,2.0,2,0,2,14
,,1,0.0054403441726019915,0.20660606762017644,-0.0420479948350622,-0.3470402854051555,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,3.0,2,0,3,15
,,0,0.00957246552500552,0.012106643725732197,-0.04898880054316531,-0.06790749077474173,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,4.0,2,0,4,15
,,0,0.009814598399520164,-0.18227997273931304,-0.050346950358660145,0.20892567498231002,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,5.0,2,0,5,15
,,1,0.006168998944733903,0.013524378737100606,-0.046168436859013944,-0.09920443574813037,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,6.0,2,0,6,15
,,1,0.006439486519475916,0.20927656044574688,-0.04815252557397655,-0.40608852485759783,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,7.0,2,0,7,16
,,1,0.010625017728390853,0.4050470898381918,-0.05627429607112851,-0.7135553122332243,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,8.0,2,0,8,16
,,1,0.01872595952515469,0.6009011201657677,-0.070545402315793,-1.0234072202669091,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,9.0,2,0,9,16
,,0,0.030743981928470047,0.4067860841289307,-0.09101354672113118,-0.7536820479184272,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,10.0,2,0,10,16
,,1,0.03887970361104866,0.6030371170691395,-0.10608718767949973,-1.0735612662547176,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,11.0,2,0,11,17
,,0,0.05094044595243145,0.409464967797312,-0.12755841300459408,-0.815966589759269,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,12.0,2,0,12,17
,,0,0.05912974530837769,0.21629871239054202,-0.14387774479977947,-0.565971845291166,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,13.0,2,0,13,17
,,1,0.06345571955618853,0.4131148493312238,-0.1551971817056028,-0.9002998959920063,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,14.0,2,0,14,17
,,1,0.07171801654281301,0.609960608774127,-0.1732031796254429,-1.2374647469805278,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,15.0,2,0,15,18
,,1,0.08391722871829556,0.8068318543640396,-0.19795247456505347,-1.5790206853820647,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,16.0,2,0,16,18
,,0,0.10005386580557635,0.6145410420655646,-0.22953288827269475,-1.3540359383794704,1.0,True,2018-07-17 10:56:03,cartpole_simulator,False,525576422,17.0,2,0,17,18
,,,,,,,,,,,,,,,,,
-1,1,,0.0010320393334389485,0.03893499604371513,-0.03552728963262894,0.04878200531568437,,,2018-07-17 10:56:03,cartpole_simulator,False,525576422,0,3,0,0,18
,,1,0.001810739254313251,0.2345478912203668,-0.03455164952631525,-0.25489500771996376,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,1.0,3,0,1,18
,,1,0.006501697078720586,0.43014570054973944,-0.039649549680714526,-0.5582727721325413,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,2.0,3,0,2,18
,,0,0.015104611089715376,0.2356020999400964,-0.050815005123365356,-0.2783406342897713,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,3.0,3,0,3,19
,,0,0.019816653088517305,0.041240508104806145,-0.05638181780916078,-0.00210775369982924,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,4.0,3,0,4,19
,,1,0.020641463250613428,0.2371238294943124,-0.05642397288315736,-0.31203331142342317,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,5.0,3,0,5,19
,,0,0.025383939840499678,0.04284921582679399,-0.06266463911162583,-0.03766499410329682,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,6.0,3,0,6,19
,,0,0.026240924157035557,-0.1513207522470947,-0.06341793899369176,0.23460693825654666,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,7.0,3,0,7,19
,,1,0.023214509112093662,0.04464727294544382,-0.058725800228560825,-0.07738656313342351,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,8.0,3,0,8,20
,,1,0.024107454571002537,0.24055977932592632,-0.0602735314912293,-0.3880041959086388,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,9.0,3,0,9,20
,,1,0.028918650157521063,0.43648318414626674,-0.06803361540940207,-0.6990653281276566,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,10.0,3,0,10,20
,,0,0.037648313840446396,0.24236715608993625,-0.0820149219719552,-0.4285513427673583,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,11.0,3,0,11,20
,,0,0.042495656962245124,0.04849667800668972,-0.09058594882730236,-0.16280848658431651,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,12.0,3,0,12,20
,,0,0.043465590522378916,-0.14521957845257677,-0.09384211855898869,0.09997865277897211,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,13.0,3,0,13,21
,,1,0.04056119895332738,0.05111326554149792,-0.09184254550340924,-0.2207739405411404,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,14.0,3,0,14,21
,,1,0.04158346426415734,0.2474197977901039,-0.09625802431423205,-0.5409564838373249,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,15.0,3,0,15,21
,,0,0.04653186021995942,0.053773258857865186,-0.10707715399097856,-0.28008750311492403,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,16.0,3,0,16,21
,,1,0.04760732539711672,0.2502467619824598,-0.11267890405327703,-0.6045304294324256,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,17.0,3,0,17,21
,,1,0.05261226063676592,0.44674917771578104,-0.12476951264192554,-0.9304723983974134,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,18.0,3,0,18,22
,,1,0.06154724419108154,0.6433141346940592,-0.14337896060987382,-1.2596149370777479,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,19.0,3,0,19,22
,,0,0.07441352688496272,0.4502875690796772,-0.16857125935142878,-1.0150552397018884,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,20.0,3,0,20,22
,,1,0.08341927826655626,0.6472073125043271,-0.18887236414546654,-1.355573555524122,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,21.0,3,0,21,22
,,1,0.0963634245166428,0.8441294926643096,-0.215983835255949,-1.7009028204648902,1.0,True,2018-07-17 10:56:03,cartpole_simulator,False,525576422,22.0,3,0,22,22
,,,,,,,,,,,,,,,,,
-1,1,,0.030407232506668394,0.022580215748745622,0.027734467924429518,0.047731548296278334,,,2018-07-17 10:56:03,cartpole_simulator,False,525576422,0,4,1,0,22
,,1,0.030858836821643306,0.21729372343945008,0.028689098890355084,-0.23607350183881387,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,1.0,4,1,1,23
,,0,0.03520471129043231,0.021773885736928955,0.023967628853578806,0.06551900701583585,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,2.0,4,1,2,23
,,1,0.03564018900517089,0.21654415291611373,0.025278008993895523,-0.2195066755755426,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,3.0,4,1,3,23
,,1,0.039971072063493165,0.4112958194745742,0.02088787548238467,-0.5041099056809027,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,4.0,4,1,4,23
,,1,0.048196988452984646,0.6061172547440226,0.010805677368766616,-0.7901377211279181,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,5.0,4,1,5,23
,,1,0.060319333547865096,0.8010891646064766,-0.004997077053791746,-1.079401704684626,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,6.0,4,1,6,23
,,1,0.07634111683999463,0.9962767432928394,-0.02658511114748427,-1.3736485517719048,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,7.0,4,1,7,24
,,0,0.09626665170585141,0.8014970180107388,-0.054058082182922365,-1.0893973078691332,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,8.0,4,1,8,24
,,1,0.1122965920660662,0.997288347257812,-0.07584602834030503,-1.3985406255989241,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,9.0,4,1,9,24
,,0,0.13224235901122244,0.803186926107544,-0.10381684085228352,-1.1305028954076086,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,10.0,4,1,10,24
,,1,0.14830609753337332,0.9995036088043119,-0.1264268987604357,-1.4538597808162161,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,11.0,4,1,11,24
,,0,0.16829616970945954,0.8061404718475544,-0.15550409437676002,-1.2032005613306107,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,12.0,4,1,12,24
,,1,0.18441897914641064,1.0028927209710965,-0.17956810560337225,-1.5403019634509012,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,13.0,4,1,13,25
,,0,0.20447683356583257,0.8103270971875359,-0.21037414487239026,-1.3086077082522962,1.0,True,2018-07-17 10:56:03,cartpole_simulator,False,525576422,14.0,4,1,14,25
,,,,,,,,,,,,,,,,,
-1,1,,0.005301943226918626,0.01349633030898735,-0.016694356058669327,-0.030303569420913692,,,2018-07-17 10:56:03,cartpole_simulator,False,525576422,0,5,1,0,25
,,1,0.005571869833098373,0.2088536600751652,-0.0173004274470876,-0.32820664292942997,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,1.0,5,1,1,25
,,1,0.009748943034601679,0.4042175790748864,-0.0238645603056762,-0.6262947394515965,1.0,False,2018-07-17 10:56:03,cartpole_simulator,False,525576422,2.0,5,1,2,25
,,0,0.017833294616099407,0.20943673442914787,-0.03639045509470813,-0.34122218159725765,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,3.0,5,1,3,25
,,0,0.022022029304682365,0.014850928730793383,-0.04321489872665329,-0.06023314674859642,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,4.0,5,1,4,25
,,0,0.022319047879298233,-0.17962562348226596,-0.044419561661625216,0.21850810518280112,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,5.0,5,1,5,25
,,1,0.018726535409652915,0.016102223950898414,-0.04004939955796919,-0.08784912798962213,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,6.0,5,1,6,26
,,0,0.019048579888670883,-0.1784234578860428,-0.04180638211776164,0.1919340422097338,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,7.0,5,1,7,26
,,0,0.015480110730950026,-0.3729231855754753,-0.03796770127356696,0.471141218441583,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,8.0,5,1,8,26
,,1,0.008021647019440518,-0.1772860911027895,-0.028544876904735297,0.1667372437879685,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,9.0,5,1,9,26
,,1,0.004475925197384729,0.018232585255871514,-0.02521013202897593,-0.13481235011616516,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,10.0,5,1,10,26
,,0,0.004840576902502159,-0.1765193611325274,-0.027906379031299233,0.14981174957483534,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,11.0,5,1,11,26
,,1,0.001310189679851611,0.01899085184306895,-0.024910144039802525,-0.151542795352882,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,12.0,5,1,12,26
,,0,0.0016900067167129901,-0.175765716468175,-0.027940999946860164,0.13317859975929797,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,13.0,5,1,13,27
,,0,-0.0018253076126505097,-0.3704765249771234,-0.025277427951674206,0.41691722680634435,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,14.0,5,1,14,27
,,1,-0.009234838112192978,-0.1750056357213967,-0.01693908341554732,0.11637378734340575,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,15.0,5,1,15,27
,,0,-0.012734950826620912,-0.3698808349347219,-0.014611607668679204,0.4036647977689605,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,16.0,5,1,16,27
,,1,-0.02013256752531535,-0.17455473558683351,-0.0065383117132999935,0.10641126484981178,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,17.0,5,1,17,27
,,1,-0.02362366223705202,0.02066029906257416,-0.004410086416303758,-0.18832727808258215,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,18.0,5,1,18,27
,,1,-0.023210456255800538,0.21584506619402646,-0.0081766319779554,-0.482398142896756,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,19.0,5,1,19,27
,,1,-0.018893554931920006,0.411081465642676,-0.017824594835890523,-0.7776468554037335,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,20.0,5,1,20,28
,,0,-0.010671925619066486,0.21620910518951675,-0.03337753194396519,-0.4906249024623938,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,21.0,5,1,21,28
,,1,-0.006347743515276151,0.4117856098339173,-0.04319002999321307,-0.7936374341313555,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,22.0,5,1,22,28
,,0,0.0018879686814021954,0.2172822963885646,-0.059062778675840186,-0.5148484598819054,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,23.0,5,1,23,28
,,1,0.006233614609173488,0.41318411502824964,-0.06935974787347829,-0.8255431601163685,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,24.0,5,1,24,28
,,0,0.01449729690973848,0.21907583480033357,-0.08587061107580565,-0.5554562372146239,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,25.0,5,1,25,28
,,1,0.018878813605745153,0.41529182828798505,-0.09697973582009813,-0.8739107013837975,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,26.0,5,1,26,28
,,0,0.027184650171504857,0.2216127264844767,-0.11445794984777408,-0.613224522666267,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,27.0,5,1,27,28
,,1,0.03161690470119439,0.41813241441068366,-0.12672244030109941,-0.939652475299896,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,28.0,5,1,28,29
,,0,0.039979552989408064,0.2249253952454185,-0.14551548980709733,-0.689322569918231,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,29.0,5,1,29,29
,,0,0.04447806089431643,0.032090464370137406,-0.15930194120546196,-0.44575793055531276,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,30.0,5,1,30,29
,,1,0.04511987018171918,0.22906516073019537,-0.1682170998165682,-0.7841158438163737,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,31.0,5,1,31,29
,,1,0.04970117339632309,0.42604988259670984,-0.1838994166928957,-1.1246451342590587,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,32.0,5,1,32,29
,,1,0.05822217104825728,0.6230425085114265,-0.20639231937807687,-1.4689137673244121,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,33.0,5,1,33,29
,,0,0.07068302121848581,0.4309560485508582,-0.2357705947245651,-1.247148625120654,1.0,True,2018-07-17 10:56:04,cartpole_simulator,False,525576422,34.0,5,1,34,29
,,,,,,,,,,,,,,,,,
-1,1,,0.04146973641280653,-0.038589060536848845,0.03816653215382075,0.03533969296006746,,,2018-07-17 10:56:04,cartpole_simulator,False,525576422,0,6,1,0,29
,,0,0.040697955202069556,-0.23423695445674075,0.0388733260130221,0.3398160483111698,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,1.0,6,1,1,29
,,1,0.03601321611293474,-0.03968906434331851,0.04566964697924549,0.05964055620529796,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,2.0,6,1,2,29
,,1,0.03521943482606837,0.1547493327923898,0.04686245810335145,-0.21829072555224172,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,3.0,6,1,3,30
,,0,0.03831442148191616,-0.04101009988664997,0.042496643592306614,0.08879857391406987,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,4.0,6,1,4,30
,,0,0.03749421948418316,-0.23671460926220955,0.04427261507058801,0.39458055422033816,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,5.0,6,1,5,30
,,1,0.03275992729893897,-0.04224791219805604,0.052164226154994775,0.11617823454234572,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,6.0,6,1,6,30
,,1,0.03191496905497785,0.15208931216759008,0.05448779084584169,-0.15960175456121534,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,7.0,6,1,7,30
,,0,0.03495675529832965,-0.04376866881554514,0.05129575575461738,0.14976069485190568,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,8.0,6,1,8,30
,,1,0.03408138192201875,0.1505826520970389,0.054290969651655495,-0.1263084903352002,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,9.0,6,1,9,30
,,0,0.03709303496395953,-0.04527333833915806,0.05176479984495149,0.18299634122770742,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,10.0,6,1,10,30
,,0,0.03618756819717637,-0.2410962963027546,0.05542472666950564,0.4915493767922902,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,11.0,6,1,11,31
,,1,0.03136564227112128,-0.04679815979022664,0.06525571420535145,0.2168362340422686,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,12.0,6,1,12,31
,,0,0.030429679075316744,-0.24278934669001728,0.06959243888619682,0.5293688601247521,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,13.0,6,1,13,31
,,0,0.025573892141516397,-0.4388177697571146,0.08017981608869186,0.8431434078927083,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,14.0,6,1,14,31
,,1,0.016797536746374103,-0.24487627794463337,0.09704268424654602,0.576713394528219,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,15.0,6,1,15,31
,,1,0.011900011187481435,-0.05123891136629394,0.10857695213711041,0.3161097152551997,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,16.0,6,1,16,31
,,1,0.010875232960155556,0.14218246904966214,0.11489914644221441,0.05954508254594815,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,17.0,6,1,17,31
,,0,0.013718882341148798,-0.05438339708382675,0.11609004809313338,0.3861558236349557,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,18.0,6,1,18,31
,,0,0.012631214399472263,-0.25094551690284744,0.1238131645658325,0.7130683113754592,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,19.0,6,1,19,31
,,0,0.007612304061415313,-0.4475443786721551,0.13807453079334167,1.0420172776878058,1.0,False,2018-07-17 10:56:04,cartpole_simulator,False,525576422,20.0,6,1,20,31
